Zpid,Street_address,City,State,ZipCode,Full Address,Price,Beds,Baths,Sqr_feet,Home_Status,Home_Type,Agent_name,Agent_phone,Listing Photos,Property_URL
345354894,310 Mill St S #709,Brampton,ON,L6Y3B1,310 Mill St S #709 Brampton ON L6Y3B1,"C$454,000",3,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/1325de2ea2f078bfa67b42096c96bf03-p_e.jpg', 'https://photos.zillowstatic.com/fp/fcbf9d2ecdb7e265015573da068bdc07-p_e.jpg', 'https://photos.zillowstatic.com/fp/2948db4240a874bc6c268ed0c444a8e8-p_e.jpg', 'https://photos.zillowstatic.com/fp/b6d577a16878dec772ec912624587fcf-p_e.jpg', 'https://photos.zillowstatic.com/fp/146bfc245f77cf0f5f1286ce3c7a5249-p_e.jpg', 'https://photos.zillowstatic.com/fp/2bd4fa1f39f67ffb983a7730ac73fded-p_e.jpg', 'https://photos.zillowstatic.com/fp/0014cbd6be10c7b9a754a9930a55a24d-p_e.jpg', 'https://photos.zillowstatic.com/fp/b8c6b021ecf105171006d91847eb31cc-p_e.jpg', 'https://photos.zillowstatic.com/fp/010cb98ca9f565ec41d210f2e4f0b920-p_e.jpg', 'https://photos.zillowstatic.com/fp/646430535e93a2d802740195d281c3b1-p_e.jpg', 'https://photos.zillowstatic.com/fp/b848e10c2579733c06d744413950e662-p_e.jpg', 'https://photos.zillowstatic.com/fp/4b6bbf61972f517a443c1112709e332d-p_e.jpg', 'https://photos.zillowstatic.com/fp/0a05734acaa312f5f359bb9ed73a2637-p_e.jpg', 'https://photos.zillowstatic.com/fp/d6736ea5edd0f401ab96632388bffb17-p_e.jpg', 'https://photos.zillowstatic.com/fp/c24873d0b0ca6742ac3dbb6e752ed614-p_e.jpg', 'https://photos.zillowstatic.com/fp/66514c562d10d356775727f9d4a8b820-p_e.jpg', 'https://photos.zillowstatic.com/fp/3ac4551acbacaa11a3048eec4106f5aa-p_e.jpg', 'https://photos.zillowstatic.com/fp/e80769e10d7ed9fd2de3847fd100065a-p_e.jpg', 'https://photos.zillowstatic.com/fp/0a0f6074c86fdaef61668ea28e8de589-p_e.jpg', 'https://photos.zillowstatic.com/fp/5b835c30e00d1a9864e793aad0e3b84c-p_e.jpg', 'https://photos.zillowstatic.com/fp/5b760f05cc55f553de698939d4cc5fe6-p_e.jpg', 'https://photos.zillowstatic.com/fp/272cead6936387131423cd212a781a37-p_e.jpg', 'https://photos.zillowstatic.com/fp/0f80e495aa97772fcee77fa7b0ed751c-p_e.jpg', 'https://photos.zillowstatic.com/fp/c2c3ff3a708bc8a5e7afcf598979ccb5-p_e.jpg', 'https://photos.zillowstatic.com/fp/6fd9468491bf2a52aadee889ec446246-p_e.jpg', 'https://photos.zillowstatic.com/fp/736d0a63283e8f9f311f799c709c4123-p_e.jpg', 'https://photos.zillowstatic.com/fp/47e0a92c0fc6ce131e7bd9c67e021695-p_e.jpg', 'https://photos.zillowstatic.com/fp/d55360f0cb9d5dbb3d4020cefb409989-p_e.jpg', 'https://photos.zillowstatic.com/fp/ffba3a0bec3a760f7bf2d3051c642f0d-p_e.jpg', 'https://photos.zillowstatic.com/fp/8987920d53e0fe4e6ba108a0ec72a99c-p_e.jpg', 'https://photos.zillowstatic.com/fp/019209b3aba127ef7247e1ba6c75175d-p_e.jpg', 'https://photos.zillowstatic.com/fp/790716a992c40155643b9f5999d4395c-p_e.jpg', 'https://photos.zillowstatic.com/fp/e2ae8e3e191447af6c19e1515aafcb55-p_e.jpg', 'https://photos.zillowstatic.com/fp/44c43229e1ab490033ed1de790cb6aec-p_e.jpg', 'https://photos.zillowstatic.com/fp/a957d112ddcad01d2a9a7ba8a623df6e-p_e.jpg', 'https://photos.zillowstatic.com/fp/959646c963992159a9fce8827f6e64d6-p_e.jpg', 'https://photos.zillowstatic.com/fp/f32ba20b311fd5934841dafe3bd97ff9-p_e.jpg', 'https://photos.zillowstatic.com/fp/775a7782c11468a074fa2835cabe4141-p_e.jpg', 'https://photos.zillowstatic.com/fp/cda6fd71896b9c4e48c95dfd37fc2811-p_e.jpg']",https://www.zillow.com/homedetails/310-Mill-St-S-709-Brampton-ON-L6Y-3B1/345354894_zpid/
447518638,29 Geraldine Ct,Brampton,ON,L6S2J6,29 Geraldine Ct Brampton ON L6S2J6,"C$549,900",4,2.0,,Townhouse for sale,TOWNHOUSE,,,['https://photos.zillowstatic.com/fp/0ebb7db37bd6f552120674bbb40a0c6b-p_e.jpg'],https://www.zillow.com/homedetails/29-Geraldine-Ct-Brampton-ON-L6S-2J6/447518638_zpid/
402582305,300 Ray Lawson Blvd #216,Brampton,ON,L6Y5H5,300 Ray Lawson Blvd #216 Brampton ON L6Y5H5,"C$485,000",2,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/db2cbd08a3615cec4d6e079620cbf6e1-p_e.jpg', 'https://photos.zillowstatic.com/fp/f4b2b04d7d1591bfb6e0e1f6188225f7-p_e.jpg', 'https://photos.zillowstatic.com/fp/6673cd627d8b969d9cd7085af7677246-p_e.jpg', 'https://photos.zillowstatic.com/fp/8b148b73781f3f409c0623ba7574ebc1-p_e.jpg', 'https://photos.zillowstatic.com/fp/518b8e1810f0c6779d5f75c3d06543a6-p_e.jpg', 'https://photos.zillowstatic.com/fp/f46b4db920b164192a165154d5ce94ff-p_e.jpg', 'https://photos.zillowstatic.com/fp/9e6021eb0b121b00dbe1425b4a43eb19-p_e.jpg', 'https://photos.zillowstatic.com/fp/f06f62739ef253d2059267b831ab27f8-p_e.jpg', 'https://photos.zillowstatic.com/fp/44f4052c01350752b22bcb1ffafc1b65-p_e.jpg']",https://www.zillow.com/homedetails/300-Ray-Lawson-Blvd-216-Brampton-ON-L6Y-5H5/402582305_zpid/
447525653,455 Apache Ct S #63,Mississauga,ON,L4Z3W8,455 Apache Ct S #63 Mississauga ON L4Z3W8,"C$899,000",3,3.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/9444c005c6c3eab543f7509833072e62-p_e.jpg', 'https://photos.zillowstatic.com/fp/53c161e834236ef1f7760a866b147edc-p_e.jpg', 'https://photos.zillowstatic.com/fp/775caba4a5cbc45695796821f0a4ed67-p_e.jpg', 'https://photos.zillowstatic.com/fp/f25be377cf5253273fbda524b63326a1-p_e.jpg', 'https://photos.zillowstatic.com/fp/c96a766e127898090b554fa0d79339ff-p_e.jpg', 'https://photos.zillowstatic.com/fp/308799773ea4574911b0d19890d600a1-p_e.jpg', 'https://photos.zillowstatic.com/fp/9215258ab1ddc120c3366e83af2d475e-p_e.jpg', 'https://photos.zillowstatic.com/fp/afb909d14e4494a6f10bb2a8c2a2c910-p_e.jpg', 'https://photos.zillowstatic.com/fp/af7827fcf0f9c5ab19f8ccc24acad5e1-p_e.jpg', 'https://photos.zillowstatic.com/fp/7c56c0497f6f48b60b91ab4da50951a9-p_e.jpg', 'https://photos.zillowstatic.com/fp/69d5e393c937393659cd9226b29d8d16-p_e.jpg', 'https://photos.zillowstatic.com/fp/d94a1a49d752fed37cb9f1100ca725b5-p_e.jpg', 'https://photos.zillowstatic.com/fp/c958914dfbec3de82cdfe17399f7b781-p_e.jpg', 'https://photos.zillowstatic.com/fp/c1cbca9286fe9c2f9bfd49ed1d701314-p_e.jpg', 'https://photos.zillowstatic.com/fp/db61455d10a8f4110d980e09257b1741-p_e.jpg', 'https://photos.zillowstatic.com/fp/7e215a4506dcb56d240054c4deed07c8-p_e.jpg', 'https://photos.zillowstatic.com/fp/b29065d65293bb210ea59b8d65351431-p_e.jpg', 'https://photos.zillowstatic.com/fp/6554b50d9b4991e81d35f962bd971785-p_e.jpg', 'https://photos.zillowstatic.com/fp/0e70acffa352dd8a5c8101cb75025cc3-p_e.jpg', 'https://photos.zillowstatic.com/fp/e38e636a577d320488630852295fbadc-p_e.jpg', 'https://photos.zillowstatic.com/fp/7a1862a1121ed77bbb80ae3f10feaa1a-p_e.jpg', 'https://photos.zillowstatic.com/fp/c0f35fbea46625cc2041c66b207f70a8-p_e.jpg', 'https://photos.zillowstatic.com/fp/04f69fc4021e3c9c9386bcfc2ef76a56-p_e.jpg', 'https://photos.zillowstatic.com/fp/6c2ace7013316263da469a6f50a205ca-p_e.jpg', 'https://photos.zillowstatic.com/fp/66e6377f6efe0411bc6de0c841a8a200-p_e.jpg']",https://www.zillow.com/homedetails/455-Apache-Ct-S-63-Mississauga-ON-L4Z-3W8/447525653_zpid/
2071850708,52 Collingwood Ave,Brampton,ON,L7A1L6,52 Collingwood Ave Brampton ON L7A1L6,"C$919,000",3,3.0,,House for sale,SINGLE_FAMILY,,,"['https://photos.zillowstatic.com/fp/c85cbd7ea525a56be4138dd5be78ac78-p_e.jpg', 'https://photos.zillowstatic.com/fp/37826d28ad6d8963134d5e71041526c2-p_e.jpg', 'https://photos.zillowstatic.com/fp/3f7d3fbb073a73f58702eb5f74d5a1fc-p_e.jpg', 'https://photos.zillowstatic.com/fp/a095f15c99d785cc54047b233d8c58a4-p_e.jpg', 'https://photos.zillowstatic.com/fp/4d25eef4efaddfd777715a68f204a33c-p_e.jpg', 'https://photos.zillowstatic.com/fp/ed1feb92fb4f86d2f3b5399f9245c936-p_e.jpg', 'https://photos.zillowstatic.com/fp/c2ce00121ad2b2f166271e4bba42f156-p_e.jpg', 'https://photos.zillowstatic.com/fp/993eb7f0a330de503cd494e573fc688b-p_e.jpg', 'https://photos.zillowstatic.com/fp/ca8ef403a724886794cdb27bcf0cd285-p_e.jpg', 'https://photos.zillowstatic.com/fp/518af02ae9d6442d78beb01e7c3226ed-p_e.jpg', 'https://photos.zillowstatic.com/fp/ccd65ec3db3520cd593ceb93c41b83e7-p_e.jpg', 'https://photos.zillowstatic.com/fp/54ab2066f9ea98e3439beff68cd6847f-p_e.jpg', 'https://photos.zillowstatic.com/fp/2db53e9e52bea5a167c0905b7765719e-p_e.jpg', 'https://photos.zillowstatic.com/fp/b135436da9796b57e40e408470864779-p_e.jpg']",https://www.zillow.com/homedetails/52-Collingwood-Ave-Brampton-ON-L7A-1L6/2071850708_zpid/
347951519,8888 Yonge St #619,Richmond Hill,ON,L4C6Z5,8888 Yonge St #619 Richmond Hill ON L4C6Z5,"C$729,000",3,2.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/d2f469accbd4d9a60eb547f5c52fb2da-p_e.jpg', 'https://photos.zillowstatic.com/fp/b5cef0a1c610c32e0ce7f020aaf4a617-p_e.jpg', 'https://photos.zillowstatic.com/fp/d3c3f5e3819bd649b3722e45d5949d91-p_e.jpg', 'https://photos.zillowstatic.com/fp/b9fa126987359328366433abac59b8d6-p_e.jpg', 'https://photos.zillowstatic.com/fp/0ecaa28fb644758b5190d740a320cd12-p_e.jpg']",https://www.zillow.com/homedetails/8888-Yonge-St-619-Richmond-Hill-ON-L4C-6Z5/347951519_zpid/
443891321,25 Portneuf Ct,Toronto,ON,M5A4E5,25 Portneuf Ct Toronto ON M5A4E5,"C$150,000",0,0.0,,Townhouse for sale,TOWNHOUSE,,,['https://photos.zillowstatic.com/fp/05449ae415e1b621ef25bcccf49a45bf-p_e.jpg'],https://www.zillow.com/homedetails/25-Portneuf-Ct-Toronto-ON-M5A-4E5/443891321_zpid/
447518225,88 Charles St E #108,Toronto,ON,M4Y2W7,88 Charles St E #108 Toronto ON M4Y2W7,"C$379,000",0,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/7cf8a208d33981d473b1ccfb4399696c-p_e.jpg', 'https://photos.zillowstatic.com/fp/f5ccbfc4adb1cf7919e9c09a233acc1e-p_e.jpg', 'https://photos.zillowstatic.com/fp/0cac9fe6bd5f3ce4dccd06648a38f4cb-p_e.jpg', 'https://photos.zillowstatic.com/fp/553ab24d0de70096f86ceeef62047a9f-p_e.jpg', 'https://photos.zillowstatic.com/fp/fced22f510be40a66a01e6b2d656a337-p_e.jpg', 'https://photos.zillowstatic.com/fp/bdf5a64e1de70a7eab23f34b9d3daacc-p_e.jpg', 'https://photos.zillowstatic.com/fp/0cc6c070d13726f6e8e88f971738ed9f-p_e.jpg', 'https://photos.zillowstatic.com/fp/dd162170fc39550f1fd658bd9619fa40-p_e.jpg', 'https://photos.zillowstatic.com/fp/e09817af8b2f39994272e19226cd9235-p_e.jpg', 'https://photos.zillowstatic.com/fp/56d984d7d8f482a9e6eb02a271bee819-p_e.jpg', 'https://photos.zillowstatic.com/fp/6e6ddfcb44dad3d9d786a5d1bbfac55d-p_e.jpg']",https://www.zillow.com/homedetails/88-Charles-St-E-108-Toronto-ON-M4Y-2W7/447518225_zpid/
447505536,717 1/2 Palmerston Ave,Toronto,ON,M6G2P6,717 1/2 Palmerston Ave Toronto ON M6G2P6,"C$1,799,000",5,6.0,,House for sale,SINGLE_FAMILY,,,"['https://photos.zillowstatic.com/fp/ffde73c7d7477a02639f646bae854f0c-p_e.jpg', 'https://photos.zillowstatic.com/fp/67fb05c664ebaeb6c2d7698fad8d6fdb-p_e.jpg', 'https://photos.zillowstatic.com/fp/7798425f7620ac350df076bd5726e069-p_e.jpg', 'https://photos.zillowstatic.com/fp/2d8f1712e3a2ba9700e882133fa234c6-p_e.jpg', 'https://photos.zillowstatic.com/fp/1281245cdb7a1a09ad841b31efc7fe16-p_e.jpg', 'https://photos.zillowstatic.com/fp/e6851db20fd385b62dffab55a16ec94c-p_e.jpg', 'https://photos.zillowstatic.com/fp/703b8cabafbf997b06826f29b42a998e-p_e.jpg', 'https://photos.zillowstatic.com/fp/25719797c61b7c259fde5a6cd51c76f6-p_e.jpg', 'https://photos.zillowstatic.com/fp/4ad53f011e5ea060f859cc2a40ecb0a8-p_e.jpg', 'https://photos.zillowstatic.com/fp/8d8029ae437ff897b92b26376d0aac6a-p_e.jpg', 'https://photos.zillowstatic.com/fp/bc5ba208db052c3c7824db72d02fc7e6-p_e.jpg', 'https://photos.zillowstatic.com/fp/a076e872c5d73840e592bb43ce62f073-p_e.jpg', 'https://photos.zillowstatic.com/fp/0bd6829aee2a05b2b8fae4fefb4ca45d-p_e.jpg', 'https://photos.zillowstatic.com/fp/f23ae8adb3c08f04d01e2afca37ebf6d-p_e.jpg', 'https://photos.zillowstatic.com/fp/c9f0e27efd452d536fe18cdcda67007a-p_e.jpg', 'https://photos.zillowstatic.com/fp/49f3c05f1fcf30331ff053c2fb5783f9-p_e.jpg', 'https://photos.zillowstatic.com/fp/a4db9c8074a60a724ea84a9b42f03ee5-p_e.jpg', 'https://photos.zillowstatic.com/fp/8cd01cedd72f30dec2322bec529b44d5-p_e.jpg', 'https://photos.zillowstatic.com/fp/1442c2aff31cc47e3d7e59879d40347c-p_e.jpg', 'https://photos.zillowstatic.com/fp/fb01971e8fec193efcdd57592adfca79-p_e.jpg', 'https://photos.zillowstatic.com/fp/01bfdfda395acc01e02126833a9cf6f8-p_e.jpg', 'https://photos.zillowstatic.com/fp/c3271186929577adc0f4eea1379845bf-p_e.jpg', 'https://photos.zillowstatic.com/fp/9f980bbb0b9ce58aac2a6c4b87ada834-p_e.jpg', 'https://photos.zillowstatic.com/fp/a91b7687c9279d909e23d01e7c78a9ca-p_e.jpg', 'https://photos.zillowstatic.com/fp/9358b34bef9dc1f698880d7031fa5338-p_e.jpg', 'https://photos.zillowstatic.com/fp/19fb263b7b1045aac6c9025d6d09afcc-p_e.jpg', 'https://photos.zillowstatic.com/fp/c64ef12aea33d0ea22505503a158700b-p_e.jpg', 'https://photos.zillowstatic.com/fp/a59232c5c016962169f6452ce8b4cba6-p_e.jpg', 'https://photos.zillowstatic.com/fp/42c1e4c88debbb777d6377977eb3d6bc-p_e.jpg', 'https://photos.zillowstatic.com/fp/3365b16d67362eec0af66bdd99b571a7-p_e.jpg', 'https://photos.zillowstatic.com/fp/2e2ab02a6d254db29d7ab05e15f2baed-p_e.jpg', 'https://photos.zillowstatic.com/fp/2e76231187cbcc167ccda2b464aa5183-p_e.jpg', 'https://photos.zillowstatic.com/fp/587ab6f9df05425a71f7374e72fb77e6-p_e.jpg', 'https://photos.zillowstatic.com/fp/675d89b2ab3bfa9415b3ef4c9683a1bc-p_e.jpg', 'https://photos.zillowstatic.com/fp/fcfdf5bde7cfcb56273f4f1b353f6c04-p_e.jpg', 'https://photos.zillowstatic.com/fp/e8678ceeb82fa1465b797614f351500e-p_e.jpg', 'https://photos.zillowstatic.com/fp/7420c375c2d55896449db8d4beaf514c-p_e.jpg', 'https://photos.zillowstatic.com/fp/a9f4fc1f24c03e4325b279cc1f33f86c-p_e.jpg', 'https://photos.zillowstatic.com/fp/5f72a0426330cbc04495b1a0c2d46dd9-p_e.jpg']",https://www.zillow.com/homedetails/717-1-2-Palmerston-Ave-Toronto-ON-M6G-2P6/447505536_zpid/
2077986200,2 Hedge End Rd #9,Toronto,ON,M1B5Z8,2 Hedge End Rd #9 Toronto ON M1B5Z8,"C$574,900",3,3.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/414084c48c6f151f2ea89722c4734241-p_e.jpg', 'https://photos.zillowstatic.com/fp/3aa9370e57fb470d95b151e375ead1a0-p_e.jpg', 'https://photos.zillowstatic.com/fp/a054dcc10f3927ae897bf15786ce5a47-p_e.jpg', 'https://photos.zillowstatic.com/fp/7f5d5dea22cb4586f5f12dedf4fc9b67-p_e.jpg']",https://www.zillow.com/homedetails/2-Hedge-End-Rd-9-Toronto-ON-M1B-5Z8/2077986200_zpid/
447525625,245 McLevin Ave #5,Toronto,ON,M1B5K1,245 McLevin Ave #5 Toronto ON M1B5K1,"C$697,400",3,2.0,,Townhouse for sale,TOWNHOUSE,,,"['https://photos.zillowstatic.com/fp/132752bbdf44736cabab45987ed285dc-p_e.jpg', 'https://photos.zillowstatic.com/fp/e9194d33e55da01ebe6e58c50548694e-p_e.jpg', 'https://photos.zillowstatic.com/fp/e5b1b302f3e9f29e0dc8a8c7577bba12-p_e.jpg', 'https://photos.zillowstatic.com/fp/433729af6da59b15a030da94683fa72f-p_e.jpg', 'https://photos.zillowstatic.com/fp/b838a7835d5f4acd5531ece088f84f9b-p_e.jpg', 'https://photos.zillowstatic.com/fp/c6899cba6c7252ed79666d3cbeb3fb90-p_e.jpg', 'https://photos.zillowstatic.com/fp/94cbe22ec0fc59f5d63d00aa89485668-p_e.jpg', 'https://photos.zillowstatic.com/fp/30528dba1c0fe526b76324dba84b2392-p_e.jpg', 'https://photos.zillowstatic.com/fp/65e8b4b82469d78f56c9e08192021eb8-p_e.jpg', 'https://photos.zillowstatic.com/fp/f6fb953d4f351b5a4978ab9f9d600526-p_e.jpg', 'https://photos.zillowstatic.com/fp/b5be2146f5b869ee9c519c40fbbf8dc4-p_e.jpg', 'https://photos.zillowstatic.com/fp/d2122a0d0ba6b87cd09247108ea9bfe1-p_e.jpg', 'https://photos.zillowstatic.com/fp/469e3551ba95aff1e9e92663a2d214b9-p_e.jpg', 'https://photos.zillowstatic.com/fp/950ed5ef8c3d709f191dd4056352eb0f-p_e.jpg', 'https://photos.zillowstatic.com/fp/a9efbc2dee1d5ff77f964a725df3f16e-p_e.jpg', 'https://photos.zillowstatic.com/fp/4b97c8ce40740aaf966924a9836a77e3-p_e.jpg', 'https://photos.zillowstatic.com/fp/9355b0960202b9fa8e98be05d25fa4ec-p_e.jpg', 'https://photos.zillowstatic.com/fp/a518bae823da4370160ec225f8560780-p_e.jpg', 'https://photos.zillowstatic.com/fp/8a27e6649ef1e14d9dd42b7cc2c4531c-p_e.jpg', 'https://photos.zillowstatic.com/fp/ab133b15258a3015731da9fad87b3c59-p_e.jpg', 'https://photos.zillowstatic.com/fp/75ac0ab4a216d0724b9b34a00e59151b-p_e.jpg', 'https://photos.zillowstatic.com/fp/15f9acbb588c9a2f55ea68d81ae9ee6a-p_e.jpg', 'https://photos.zillowstatic.com/fp/ae074212fd13d4509f3dbb79a8bf655f-p_e.jpg', 'https://photos.zillowstatic.com/fp/eb3fdff11b765dbb98079f855fc5f8ed-p_e.jpg', 'https://photos.zillowstatic.com/fp/1f1279e711fa29921e8972393336aba0-p_e.jpg', 'https://photos.zillowstatic.com/fp/174285d7d58cb428b2259617e0cc0e18-p_e.jpg', 'https://photos.zillowstatic.com/fp/8a9347986138e341374b4b5a3f4362b7-p_e.jpg', 'https://photos.zillowstatic.com/fp/40373412b77a02472e846f7544944593-p_e.jpg', 'https://photos.zillowstatic.com/fp/37ee75b344dde5761bb75bcad9ea034b-p_e.jpg', 'https://photos.zillowstatic.com/fp/9f3e33505d1183e19da23dca67032d24-p_e.jpg', 'https://photos.zillowstatic.com/fp/35479a6c57bbcb6271ace9cfe16b3acf-p_e.jpg', 'https://photos.zillowstatic.com/fp/1e5e62714ae7f5b817153341ad0ca392-p_e.jpg', 'https://photos.zillowstatic.com/fp/7be67496417c5b5dcf246eafa4687246-p_e.jpg', 'https://photos.zillowstatic.com/fp/4c2eacec72c0c73a0ada3b9d92f56588-p_e.jpg', 'https://photos.zillowstatic.com/fp/f2342a8b39551176232a880f051d51cc-p_e.jpg', 'https://photos.zillowstatic.com/fp/8dc3c2097da67bacf69a15db46cc8351-p_e.jpg', 'https://photos.zillowstatic.com/fp/b628767e9fdba1f5c40a6b82e906bbb0-p_e.jpg', 'https://photos.zillowstatic.com/fp/7acfb7dcb41dd7a07075f414b7e05a8b-p_e.jpg', 'https://photos.zillowstatic.com/fp/834e9b3923586c5467f5fb786d5eac94-p_e.jpg', 'https://photos.zillowstatic.com/fp/166e5103be7eb77312157137e35d2658-p_e.jpg']",https://www.zillow.com/homedetails/245-McLevin-Ave-5-Toronto-ON-M1B-5K1/447525625_zpid/
2054512240,100 Dundalk Dr #403,Toronto,ON,M1P4V2,100 Dundalk Dr #403 Toronto ON M1P4V2,"C$385,000",2,1.0,,Condo for sale,CONDO,,,"['https://photos.zillowstatic.com/fp/dc8b67f97d34d3452c4f0cf1489b972c-p_e.jpg', 'https://photos.zillowstatic.com/fp/66595cbd2b77b3dc8844a19916031f97-p_e.jpg', 'https://photos.zillowstatic.com/fp/77636b2efaa55f2c525af4810153679b-p_e.jpg', 'https://photos.zillowstatic.com/fp/319d1ec9ff504a995bc67820bb167df2-p_e.jpg', 'https://photos.zillowstatic.com/fp/74c4e4af6daa3762100e55550fa5c777-p_e.jpg', 'https://photos.zillowstatic.com/fp/abd2e3302b03a4033a4909129d09beee-p_e.jpg', 'https://photos.zillowstatic.com/fp/70cd3f9c2c0805f0cf217e974fdf7c8e-p_e.jpg', 'https://photos.zillowstatic.com/fp/dce0e46ccc8599c20cb2e835b252bd4f-p_e.jpg', 'https://photos.zillowstatic.com/fp/fe2497f04cf078e5c9794c649b277f5c-p_e.jpg', 'https://photos.zillowstatic.com/fp/5913f88c801d8721a8caa3ed650d28be-p_e.jpg', 'https://photos.zillowstatic.com/fp/87c52e2023cb56543096d0517157150d-p_e.jpg']",https://www.zillow.com/homedetails/100-Dundalk-Dr-403-Toronto-ON-M1P-4V2/2054512240_zpid/
441747549,11 Livonia Pl #24,Toronto,ON,M1E4W5,11 Livonia Pl #24 Toronto ON M1E4W5,"C$599,000",4,3.0,1336,Townhouse for sale,TOWNHOUSE,"Sulosan Thangarajah, Salesperson",647-865-0742,"['https://photos.zillowstatic.com/fp/0c6963bb043aa49f5605eec31579765f-p_e.jpg', 'https://photos.zillowstatic.com/fp/a0796cc6b03d5d94ae310e3d9255a1f9-p_e.jpg']",https://www.zillow.com/homedetails/11-Livonia-Pl-24-Toronto-ON-M1E-4W5/441747549_zpid/
